water,carbohydrates,zinc,vitamin D,vitamin B12,vitamin C,calcium,iron,density,fatty acid,vitamin K,vitamin E,protein,quality
6.6,0.64,0.68,0.31,6.1,0.083,7,49,0.99718,0.68,0.083,0.64,10.3,5
6.7,0.48,0.53,0.02,2.2,0.08,36,111,0.99524,0.53,0.08,0.48,9.7,5
6,0.49,0.59,0,2.3,0.068,15,33,0.99292,0.59,0.068,0.49,12.5,6
8,0.64,0.58,0.22,2.4,0.094,5,33,0.99612,0.58,0.094,0.64,11,5
7.1,0.62,0.48,0.06,1.3,0.07,5,12,0.9942,0.48,0.07,0.62,9.8,5
8,0.52,0.48,0.25,2,0.078,19,59,0.99612,0.48,0.078,0.52,10.2,5
6.4,0.57,0.48,0.14,3.9,0.07,27,73,0.99669,0.48,0.07,0.57,9.2,5
8.6,0.685,0.65,0.1,1.6,0.092,3,12,0.99745,0.65,0.092,0.685,9.55,6
8.7,0.675,0.65,0.1,1.6,0.09,4,11,0.99745,0.65,0.09,0.675,9.55,5
7.3,0.59,0.52,0.26,2,0.08,17,104,0.99584,0.52,0.08,0.59,9.9,5
7,0.6,0.62,0.12,2.2,0.083,13,28,0.9966,0.62,0.083,0.6,10.2,7
7.2,0.67,0.72,0,2.2,0.068,10,24,0.9956,0.72,0.068,0.67,11.1,6
7.9,0.69,0.51,0.21,2.1,0.08,33,141,0.9962,0.51,0.08,0.69,9.9,5
7.9,0.69,0.51,0.21,2.1,0.08,33,141,0.9962,0.51,0.08,0.69,9.9,5
7.6,0.3,0.82,0.42,2,0.052,6,24,0.9963,0.82,0.052,0.3,11.9,6
7.2,0.33,1.1,0.33,1.7,0.061,3,13,0.996,1.1,0.061,0.33,10,8
8,0.5,0.62,0.39,2.6,0.082,12,46,0.9985,0.62,0.082,0.5,10.7,6
7.7,0.28,0.9,0.3,2,0.062,18,34,0.9952,0.9,0.062,0.28,11.3,7
8.2,0.24,0.94,0.34,5.1,0.062,8,22,0.9974,0.94,0.062,0.24,10.9,6
6,0.51,0.93,0,2.1,0.064,40,54,0.995,0.93,0.064,0.51,10.7,6
8.1,0.29,1.01,0.36,2.2,0.048,35,53,0.995,1.01,0.048,0.29,12.4,7
6,0.51,0.93,0,2.1,0.064,40,54,0.995,0.93,0.064,0.51,10.7,6
6.6,0.96,0.44,0,1.8,0.082,5,16,0.9936,0.44,0.082,0.96,11.9,6
6.4,0.47,0.73,0.4,2.4,0.071,8,19,0.9963,0.73,0.071,0.47,10.6,6
8.2,0.24,0.94,0.34,5.1,0.062,8,22,0.9974,0.94,0.062,0.24,10.9,6
9.9,0.57,0.9,0.25,2,0.104,12,89,0.9963,0.9,0.104,0.57,10.1,5
10,0.32,0.78,0.59,2.2,0.077,3,15,0.9994,0.78,0.077,0.32,9.6,5
6.2,0.58,0.84,0,1.6,0.065,8,18,0.9966,0.84,0.065,0.58,9.4,5
10,0.32,0.78,0.59,2.2,0.077,3,15,0.9994,0.78,0.077,0.32,9.6,5
7.3,0.34,0.77,0.33,2.5,0.064,21,37,0.9952,0.77,0.064,0.34,12.1,7
7.8,0.53,0.46,0.01,1.6,0.077,3,19,0.995,0.46,0.077,0.53,9.8,5
7.7,0.64,0.45,0.21,2.2,0.077,32,133,0.9956,0.45,0.077,0.64,9.9,5
7.8,0.53,0.46,0.01,1.6,0.077,3,19,0.995,0.46,0.077,0.53,9.8,5
7.5,0.4,0.58,0.18,1.6,0.079,24,58,0.9965,0.58,0.079,0.4,9.4,5
7,0.54,0.84,0,2.1,0.079,39,55,0.9956,0.84,0.079,0.54,11.4,6
6.4,0.53,0.67,0.09,3.9,0.123,14,31,0.9968,0.67,0.123,0.53,11,4
8.3,0.26,0.7,0.37,1.4,0.076,8,23,0.9974,0.7,0.076,0.26,9.6,6
8.3,0.26,0.7,0.37,1.4,0.076,8,23,0.9974,0.7,0.076,0.26,9.6,6
7.7,0.23,0.71,0.37,1.8,0.046,23,60,0.9971,0.71,0.046,0.23,12.1,6
7.6,0.41,0.58,0.33,2.5,0.078,6,23,0.9957,0.58,0.078,0.41,11.2,5
7.8,0.64,0.63,0,1.9,0.072,27,55,0.9962,0.63,0.072,0.64,11,5
7.9,0.18,0.93,0.4,2.2,0.049,38,67,0.996,0.93,0.049,0.18,11.3,5
7.4,0.41,0.62,0.24,1.8,0.066,18,47,0.9956,0.62,0.066,0.41,10.4,5
7.6,0.43,0.54,0.31,2.1,0.069,13,74,0.9958,0.54,0.069,0.43,9.9,6
5.9,0.44,0.85,0,1.6,0.042,3,11,0.9944,0.85,0.042,0.44,11.7,6
6.1,0.4,0.74,0.16,1.8,0.069,11,25,0.9955,0.74,0.069,0.4,10.1,7
10.2,0.54,0.77,0.37,15.4,0.214,55,95,1.00369,0.77,0.214,0.54,9,6
10.2,0.54,0.77,0.37,15.4,0.214,55,95,1.00369,0.77,0.214,0.54,9,6
10,0.38,0.65,0.38,1.6,0.169,27,90,0.99914,0.65,0.169,0.38,8.5,5
6.8,0.915,0.54,0.29,4.8,0.07,15,39,0.99577,0.54,0.07,0.915,11.1,5
7,0.59,0.47,0,1.7,0.052,3,8,0.996,0.47,0.052,0.59,10.3,5
7.3,0.67,0.68,0.02,2.2,0.072,31,92,0.99566,0.68,0.072,0.67,11.06666667,6
7.2,0.37,0.73,0.32,2,0.062,15,28,0.9947,0.73,0.062,0.37,11.3,7
7.4,0.785,0.52,0.19,5.2,0.094,19,98,0.99713,0.52,0.094,0.785,9.566666667,6
6.9,0.63,0.75,0.02,1.9,0.078,18,30,0.99712,0.75,0.078,0.63,9.8,5
6.9,0.58,0.49,0.2,1.75,0.058,8,22,0.99322,0.49,0.058,0.58,11.7,5
7.3,0.67,0.68,0.02,2.2,0.072,31,92,0.99566,0.68,0.072,0.67,11.1,6
7.4,0.785,0.52,0.19,5.2,0.094,19,98,0.99713,0.52,0.094,0.785,9.6,6
6.9,0.63,0.75,0.02,1.9,0.078,18,30,0.99712,0.75,0.078,0.63,9.8,5
6.8,0.67,0.74,0,1.9,0.08,22,39,0.99701,0.74,0.08,0.67,9.7,5
6.9,0.58,0.73,0.01,1.9,0.08,40,54,0.99683,0.73,0.08,0.58,9.7,5
7.2,0.38,0.76,0.31,2,0.056,15,29,0.99472,0.76,0.056,0.38,11.3,8
7.2,0.37,0.73,0.32,2,0.062,15,28,0.9947,0.73,0.062,0.37,11.3,7
7.8,0.32,0.78,0.44,2.7,0.104,8,17,0.99732,0.78,0.104,0.32,11,7
6.6,0.58,0.76,0.02,2,0.062,37,53,0.99374,0.76,0.062,0.58,11.6,7
7.6,0.49,0.58,0.33,1.9,0.074,27,85,0.99706,0.58,0.074,0.49,9,5
11.7,0.45,0.69,0.63,2.2,0.073,7,23,0.99974,0.69,0.073,0.45,10.9,6
6.5,0.9,0.63,0,1.6,0.052,9,17,0.99467,0.63,0.052,0.9,10.9,6
6,0.54,0.5,0.06,1.8,0.05,38,89,0.99236,0.5,0.05,0.54,10.55,6
7.6,0.49,0.58,0.33,1.9,0.074,27,85,0.99706,0.58,0.074,0.49,9,5
8.4,0.29,0.6,0.4,1.7,0.067,8,20,0.99603,0.6,0.067,0.29,10.5,5
7.9,0.2,0.8,0.35,1.7,0.054,7,15,0.99458,0.8,0.054,0.2,11.9,7
6.4,0.42,0.68,0.09,2.3,0.054,34,64,0.99724,0.68,0.054,0.42,10.4,6
6.2,0.785,0.61,0,2.1,0.06,6,13,0.99664,0.61,0.06,0.785,10,4
6.8,0.64,0.58,0.03,2.3,0.075,14,31,0.99545,0.58,0.075,0.64,10.4,6
6.9,0.63,0.53,0.01,2.4,0.076,14,39,0.99522,0.53,0.076,0.63,10.8,6
6.8,0.59,0.67,0.1,1.7,0.063,34,53,0.9958,0.67,0.063,0.59,9.7,5
6.8,0.59,0.67,0.1,1.7,0.063,34,53,0.9958,0.67,0.063,0.59,9.7,5
7.3,0.48,0.65,0.32,2.1,0.062,31,54,0.99728,0.65,0.062,0.48,10,7
6.7,1.04,0.57,0.08,2.3,0.067,19,32,0.99648,0.57,0.067,1.04,11,4
7.3,0.48,0.65,0.32,2.1,0.062,31,54,0.99728,0.65,0.062,0.48,10,7
7.3,0.98,0.55,0.05,2.1,0.061,20,49,0.99705,0.55,0.061,0.98,9.7,3
10,0.69,0.47,0.11,1.4,0.084,8,24,0.99578,0.47,0.084,0.69,9.7,5
6.7,0.7,0.52,0.08,3.75,0.067,8,16,0.99334,0.52,0.067,0.7,12.6,5
7.6,0.35,0.79,0.6,2.6,0.073,23,44,0.99656,0.79,0.073,0.35,11.1,6
6.1,0.6,0.54,0.08,1.8,0.071,14,45,0.99336,0.54,0.071,0.6,11,5
9.9,0.5,0.75,0.5,13.8,0.205,48,82,1.00242,0.75,0.205,0.5,8.8,5
5.3,0.47,0.88,0.11,2.2,0.048,16,89,0.99182,0.88,0.048,0.47,13.56666667,7
9.9,0.5,0.75,0.5,13.8,0.205,48,82,1.00242,0.75,0.205,0.5,8.8,5
5.3,0.47,0.88,0.11,2.2,0.048,16,89,0.99182,0.88,0.048,0.47,13.6,7
7.1,0.875,0.52,0.05,5.7,0.082,3,14,0.99808,0.52,0.082,0.875,10.2,3
8.2,0.28,0.68,0.6,3,0.104,10,22,0.99828,0.68,0.104,0.28,10.6,5
5.6,0.62,0.62,0.03,1.5,0.08,6,13,0.99498,0.62,0.08,0.62,10.1,4
8.2,0.28,0.68,0.6,3,0.104,10,22,0.99828,0.68,0.104,0.28,10.6,5
7.2,0.58,0.57,0.54,2.1,0.114,3,9,0.99719,0.57,0.114,0.58,10.3,4
8.1,0.33,0.61,0.44,1.5,0.042,6,12,0.99542,0.61,0.042,0.33,10.7,5
6.8,0.91,0.64,0.06,2,0.06,4,11,0.99592,0.64,0.06,0.91,10.9,4
7,0.655,0.55,0.16,2.1,0.074,8,25,0.99606,0.55,0.074,0.655,9.7,5
6.8,0.68,0.6,0.21,2.1,0.07,9,23,0.99546,0.6,0.07,0.68,10.3,5
6,0.64,0.78,0.05,1.9,0.066,9,17,0.99496,0.78,0.066,0.64,10.6,5
5.6,0.54,0.58,0.04,1.7,0.049,5,13,0.9942,0.58,0.049,0.54,11.4,5
6.2,0.57,0.76,0.1,2.1,0.048,4,11,0.99448,0.76,0.048,0.57,10.8,6
7.1,0.22,0.56,0.49,1.8,0.039,8,18,0.99344,0.56,0.039,0.22,12.4,6
5.6,0.54,0.58,0.04,1.7,0.049,5,13,0.9942,0.58,0.049,0.54,11.4,5
6.2,0.65,0.54,0.06,1.6,0.05,6,18,0.99348,0.54,0.05,0.65,11.95,5
7.7,0.54,0.59,0.26,1.9,0.089,23,147,0.99636,0.59,0.089,0.54,9.7,5
6.4,0.31,0.7,0.09,1.4,0.066,15,28,0.99459,0.7,0.066,0.31,10,7
7,0.43,0.81,0.02,1.9,0.08,15,28,0.99492,0.81,0.08,0.43,10.6,6
7.7,0.54,0.59,0.26,1.9,0.089,23,147,0.99636,0.59,0.089,0.54,9.7,5
6.9,0.74,0.63,0.03,2.3,0.054,7,16,0.99508,0.63,0.054,0.74,11.5,6
6.6,0.895,0.58,0.04,2.3,0.068,7,13,0.99582,0.58,0.068,0.895,10.8,6
6.9,0.74,0.63,0.03,2.3,0.054,7,16,0.99508,0.63,0.054,0.74,11.5,6
7.5,0.725,0.53,0.04,1.5,0.076,8,15,0.99508,0.53,0.076,0.725,9.6,5
7.8,0.82,0.53,0.29,4.3,0.083,21,64,0.99642,0.53,0.083,0.82,9.4,5
7.3,0.585,0.54,0.18,2.4,0.078,15,60,0.99638,0.54,0.078,0.585,9.8,5
6.2,0.44,0.69,0.39,2.5,0.077,6,14,0.99555,0.69,0.077,0.44,11,6
7.5,0.38,0.55,0.57,2.3,0.106,5,12,0.99605,0.55,0.106,0.38,11.4,6
6.7,0.76,0.63,0.02,1.8,0.078,6,12,0.996,0.63,0.078,0.76,9.95,3
6.8,0.81,0.66,0.05,2,0.07,6,14,0.99562,0.66,0.07,0.81,10.8,6
7.5,0.38,0.55,0.57,2.3,0.106,5,12,0.99605,0.55,0.106,0.38,11.4,6
7.1,0.27,0.72,0.6,2.1,0.074,17,25,0.99814,0.72,0.074,0.27,10.6,6
7.9,0.18,0.7,0.4,1.8,0.062,7,20,0.9941,0.7,0.062,0.18,11.1,5
6.4,0.36,0.77,0.21,2.2,0.047,26,48,0.99661,0.77,0.047,0.36,9.7,6
7.1,0.69,0.67,0.04,2.1,0.068,19,27,0.99712,0.67,0.068,0.69,9.8,5
6.4,0.79,0.65,0.04,2.2,0.061,11,17,0.99588,0.65,0.061,0.79,10.4,6
6.4,0.56,0.6,0.15,1.8,0.078,17,65,0.99294,0.6,0.078,0.56,10.5,6
6.9,0.84,0.72,0.21,4.1,0.074,16,65,0.99842,0.72,0.074,0.84,9.233333333,6
6.9,0.84,0.72,0.21,4.1,0.074,16,65,0.99842,0.72,0.074,0.84,9.25,6
6.1,0.32,0.97,0.25,2.3,0.071,23,58,0.99633,0.97,0.071,0.32,10.6,5
6.5,0.53,0.83,0.06,2,0.063,29,44,0.99489,0.83,0.063,0.53,10.3,6
7.4,0.47,0.63,0.46,2.2,0.114,7,20,0.99647,0.63,0.114,0.47,10.5,5
6.6,0.7,0.58,0.08,2.6,0.106,14,27,0.99665,0.58,0.106,0.7,10.2,5
6.5,0.53,0.83,0.06,2,0.063,29,44,0.99489,0.83,0.063,0.53,10.3,6
6.9,0.48,0.43,0.2,1.9,0.082,9,23,0.99585,0.43,0.082,0.48,9.05,4
6.1,0.32,0.97,0.25,2.3,0.071,23,58,0.99633,0.97,0.071,0.32,10.6,5
6.8,0.48,0.6,0.25,2,0.076,29,61,0.9953,0.6,0.076,0.48,10.4,5
6,0.42,0.78,0.19,2,0.075,22,47,0.99522,0.78,0.075,0.42,10,6
6.7,0.48,0.64,0.08,2.1,0.064,18,34,0.99552,0.64,0.064,0.48,9.7,5
6.8,0.47,0.65,0.08,2.2,0.064,18,38,0.99553,0.65,0.064,0.47,9.6,6
7.1,0.53,0.66,0.07,1.7,0.071,15,24,0.9951,0.66,0.071,0.53,10.8,6
7.9,0.29,0.67,0.49,2.2,0.096,21,59,0.99714,0.67,0.096,0.29,10.1,6
7.1,0.69,0.6,0.08,2.1,0.063,42,52,0.99608,0.6,0.063,0.69,10.2,6
6.6,0.44,0.69,0.09,2.2,0.063,9,18,0.99444,0.69,0.063,0.44,11.3,6
6.1,0.705,0.66,0.1,2.8,0.081,13,28,0.99631,0.66,0.081,0.705,10.2,5
7.2,0.53,0.68,0.13,2,0.058,18,22,0.99573,0.68,0.058,0.53,9.9,6
8,0.39,0.61,0.3,1.9,0.074,32,84,0.99717,0.61,0.074,0.39,9,5
6.6,0.56,0.62,0.14,2.4,0.064,13,29,0.99397,0.62,0.064,0.56,11.7,7
7,0.55,0.59,0.13,2.2,0.075,15,35,0.9959,0.59,0.075,0.55,9.7,6
6.1,0.53,0.68,0.08,1.9,0.077,24,45,0.99528,0.68,0.077,0.53,10.3,6
5.4,0.58,0.64,0.08,1.9,0.059,20,31,0.99484,0.64,0.059,0.58,10.2,6
6.2,0.64,0.63,0.09,2.5,0.081,15,26,0.99538,0.63,0.081,0.64,12,5
7.2,0.39,0.78,0.32,1.8,0.065,34,60,0.99714,0.78,0.065,0.39,9.9,5
6.2,0.52,0.63,0.08,4.4,0.071,11,32,0.99646,0.63,0.071,0.52,11.6,6
7.4,0.25,0.76,0.29,2.2,0.054,19,49,0.99666,0.76,0.054,0.25,10.9,7
6.7,0.855,0.56,0.02,1.9,0.064,29,38,0.99472,0.56,0.064,0.855,10.75,6
11.1,0.44,0.57,0.42,2.2,0.064,14,19,0.99758,0.57,0.064,0.44,10.4,6
8.4,0.37,0.81,0.43,2.3,0.063,12,19,0.9955,0.81,0.063,0.37,11.2,7
6.5,0.63,0.64,0.33,1.8,0.059,16,28,0.99531,0.64,0.059,0.63,10.1,6
7,0.57,0.61,0.02,2,0.072,17,26,0.99575,0.61,0.072,0.57,10.2,5
6.3,0.6,0.51,0.1,1.6,0.048,12,26,0.99306,0.51,0.048,0.6,12.1,5
11.2,0.4,0.58,0.5,2,0.099,19,50,0.99783,0.58,0.099,0.4,10.4,5
7.4,0.36,0.7,0.3,1.8,0.074,17,24,0.99419,0.7,0.074,0.36,11.4,8
7.1,0.68,0.53,0,2.3,0.087,17,26,0.99783,0.53,0.087,0.68,9.5,5
7.1,0.67,0.54,0,2.3,0.083,18,27,0.99768,0.54,0.083,0.67,9.4,5
6.3,0.68,0.66,0.01,3.7,0.103,32,54,0.99586,0.66,0.103,0.68,11.3,6
7.3,0.735,0.6,0,2.2,0.08,18,28,0.99765,0.6,0.08,0.735,9.4,5
6.6,0.855,0.6,0.02,2.4,0.062,15,23,0.99627,0.6,0.062,0.855,11,6
7,0.56,0.68,0.17,1.7,0.065,15,24,0.99514,0.68,0.065,0.56,10.55,7
6.6,0.88,0.56,0.04,2.2,0.066,12,20,0.99636,0.56,0.066,0.88,9.9,5
6.6,0.855,0.6,0.02,2.4,0.062,15,23,0.99627,0.6,0.062,0.855,11,6
6.9,0.63,0.56,0.33,6.7,0.235,66,115,0.99787,0.56,0.235,0.63,9.5,5
7.8,0.6,0.52,0.26,2,0.08,31,131,0.99622,0.52,0.08,0.6,9.9,5
7.8,0.6,0.52,0.26,2,0.08,31,131,0.99622,0.52,0.08,0.6,9.9,5
7.8,0.6,0.52,0.26,2,0.08,31,131,0.99622,0.52,0.08,0.6,9.9,5
7.2,0.695,0.54,0.13,2,0.076,12,20,0.99546,0.54,0.076,0.695,10.1,5
7.2,0.695,0.54,0.13,2,0.076,12,20,0.99546,0.54,0.076,0.695,10.1,5
7.2,0.695,0.54,0.13,2,0.076,12,20,0.99546,0.54,0.076,0.695,10.1,5
6.7,0.67,0.82,0.02,1.9,0.061,26,42,0.99489,0.82,0.061,0.67,10.9,6
6.7,0.16,0.71,0.64,2.1,0.059,24,52,0.99494,0.71,0.059,0.16,11.2,6
7.2,0.695,0.54,0.13,2,0.076,12,20,0.99546,0.54,0.076,0.695,10.1,5
7,0.56,0.59,0.13,1.6,0.077,25,42,0.99629,0.59,0.077,0.56,9.2,5
6.2,0.51,0.57,0.14,1.9,0.056,15,34,0.99396,0.57,0.056,0.51,11.5,6
6.4,0.36,0.93,0.53,2.2,0.23,19,35,0.9934,0.93,0.23,0.36,12.4,6
6.4,0.38,0.65,0.14,2.2,0.038,15,25,0.99514,0.65,0.038,0.38,11.1,6
7.3,0.69,0.51,0.32,2.2,0.069,35,104,0.99632,0.51,0.069,0.69,9.5,5
6,0.58,0.67,0.2,2.4,0.075,15,50,0.99467,0.67,0.075,0.58,12.5,6
5.6,0.31,0.48,0.78,13.9,0.074,23,92,0.99677,0.48,0.074,0.31,10.5,6
7.5,0.52,0.64,0.4,2.2,0.06,12,20,0.99474,0.64,0.06,0.52,11.8,6
8,0.3,0.78,0.63,1.6,0.081,16,29,0.99588,0.78,0.081,0.3,10.8,6
6.2,0.7,0.6,0.15,5.1,0.076,13,27,0.99622,0.6,0.076,0.7,11.9,6
6.8,0.67,0.67,0.15,1.8,0.118,13,20,0.9954,0.67,0.118,0.67,11.3,6
6.2,0.56,0.6,0.09,1.7,0.053,24,32,0.99402,0.6,0.053,0.56,11.3,5
7.4,0.35,0.6,0.33,2.4,0.068,9,26,0.9947,0.6,0.068,0.35,11.9,6
6.2,0.56,0.6,0.09,1.7,0.053,24,32,0.99402,0.6,0.053,0.56,11.3,5
6.1,0.715,0.5,0.1,2.6,0.053,13,27,0.99362,0.5,0.053,0.715,11.9,5
6.2,0.46,0.62,0.29,2.1,0.074,32,98,0.99578,0.62,0.074,0.46,9.8,5
6.7,0.32,0.8,0.44,2.4,0.061,24,34,0.99484,0.8,0.061,0.32,11.6,7
7.2,0.39,0.84,0.44,2.6,0.066,22,48,0.99494,0.84,0.066,0.39,11.5,6
7.5,0.31,0.85,0.41,2.4,0.065,34,60,0.99492,0.85,0.065,0.31,11.4,6
5.8,0.61,0.66,0.11,1.8,0.066,18,28,0.99483,0.66,0.066,0.61,10.9,6
7.2,0.66,0.78,0.33,2.5,0.068,34,102,0.99414,0.78,0.068,0.66,12.8,6
6.6,0.725,0.54,0.2,7.8,0.073,29,79,0.9977,0.54,0.073,0.725,9.2,5
6.3,0.55,0.82,0.15,1.8,0.077,26,35,0.99314,0.82,0.077,0.55,11.6,6
5.4,0.74,0.56,0.09,1.7,0.089,16,26,0.99402,0.56,0.089,0.74,11.6,6
6.3,0.51,0.75,0.13,2.3,0.076,29,40,0.99574,0.75,0.076,0.51,11,6
6.8,0.62,0.82,0.08,1.9,0.068,28,38,0.99651,0.82,0.068,0.62,9.5,6
6.2,0.6,0.58,0.08,2,0.09,32,44,0.9949,0.58,0.09,0.6,10.5,5
5.9,0.55,0.76,0.1,2.2,0.062,39,51,0.99512,0.76,0.062,0.55,11.2,6
6.3,0.51,0.75,0.13,2.3,0.076,29,40,0.99574,0.75,0.076,0.51,11,6
5.9,0.645,0.71,0.12,2,0.075,32,44,0.99547,0.71,0.075,0.645,10.2,5
6,0.31,0.66,0.47,3.6,0.067,18,42,0.99549,0.66,0.067,0.31,11,6
